   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: REUNION

   Station: ST-DENIS / GILLOT

   Coordinates:

   Latitude =20DEG53'S

   Longitude =55DEG31'E

   Elevation = 21

   WMO Identifier: 61980

   Year 1973

   +------------------------------------------------------------------------+
   |  DATE|    JUN|F|    JUL|F|    AUG|F|   SEP|F|   OCT|F|   NOV|F|   DEC|F|
   |    18|   1094|0|   1580|0|   1851|0|  1339|0|     -|2|  2883|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    19|   1604|0|    911|0|   1970|0|  2112|0|     -|2|  2586|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    20|   1394|0|   1773|0|   2050|0|  1757|0|     -|2|  1745|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    21|   1276|0|   1659|0|   1850|0|  1769|0|  2404|0|  2241|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    22|   1435|0|   1196|0|   1662|0|   992|0|  2661|0|  2531|0|  2569|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    23|   1657|0|   1676|0|   2191|0|  1181|0|  2763|0|  2158|0|  2013|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    24|   1579|0|   1538|0|   2072|0|  2190|0|  2824|0|  2048|0|  1765|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    25|   1545|0|   1667|0|   2175|0|  2206|0|  2420|0|  2887|0|  2476|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    26|   1156|0|   1771|0|   2157|0|  1563|0|  1703|0|  2665|0|  2443|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    27|   1293|0|   1669|0|   1930|0|  1449|0|  1986|0|  2617|0|  2245|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    28|   1415|0|   1760|0|   2160|0|  2569|0|  1734|0|  2756|0|  1593|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    29|   1465|0|   1159|0|   1369|0|  1904|0|  2179|0|  2852|0|  1866|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    30|   1265|0|   1791|0|   1168|0|  2437|0|  1978|0|  2996|0|  2471|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    31|      -|-|   1786|0|   2042|0|     -|-|  2413|0|     -|-|  2519|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |   SUM|  40704|0|  44458|0|  53453|0| 55445|0| 71894|1| 74338|0| 75006|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |  MEAN|   1357|0|   1434|0|   1724|0|  1848|0|  2319|1|  2478|0|  2420|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
