   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: INHAMBANE

   Coordinates:

   Latitude =23DEG52'S

   Longitude =35DEG23'E

   Elevation = 14

   WMO Identifier: 67323

   Year 2006

+--------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|APR|F|  MAY|F|  JUN|F|JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  18| 2751|0| 1922|0|  -|-| 1340|0|  569|0|  -|-| 1708|0|  343|0| 2412|0| 2579|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  19| 2294|0| 2144|0|  -|-| 1243|0|  821|0|  -|-| 1800|0|  758|0| 2089|0| 1315|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  20| 2219|0| 2433|0|  -|-| 1733|0|  754|0|  -|-| 1771|0| 1675|0| 2646|0| 2445|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  21| 2064|0| 2114|0|  -|-| 1532|0| 1323|0|  -|-| 1809|0| 1805|0| 2742|0| 2935|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  22| 1842|0| 2437|0|  -|-|  829|0| 1507|0|  -|-| 1851|0| 1742|0| 2303|0| 1398|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  23| 2064|0| 1302|0|  -|-| 1700|0| 1369|0|  -|-| 1478|0| 2311|0| 2311|0| 1884|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  24| 1377|0| 1976|0|  -|-|  816|0| 1729|0|  -|-| 1738|0| 2336|0| 2751|0| 2500|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  25| 1365|0| 1855|0|  -|-| 1243|0| 1566|0|  -|-| 1562|0| 2424|0| 3065|0| 2709|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  26| 1520|0| 1084|0|  -|-| 1650|0|  833|0|  -|-| 1662|0| 1771|0| 2772|0| 2361|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  27| 2119|0| 1817|0|  -|-| 1654|0|  934|0|  -|-| 1733|0| 1729|0| 2416|0| 2881|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  28| 2043|0| 1135|0|  -|-|  708|0|  662|0|  -|-| 2018|0| 2043|0| 1700|0| 3023|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  29|    -|-|  624|8|  -|-| 1310|0|  963|0|  -|-| 2001|0| 2035|0| 2763|0| 1294|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  30|    -|-| 1043|0|  -|-|  712|0| 1093|0|  -|-| 1164|0| 2273|0| 2629|0| 2190|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|  31|    -|-| 2382|0|  -|-| 1629|0|    -|-|  -|-| 1779|0|    -|-| 2680|0|    -|-|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
| SUM|55787|1|54345|0|  -|-|41059|0|34642|0|  -|-|51420|0|53931|0|74349|0|71051|0|
|----+-----+-+-----+-+---+-+-----+-+-----+-+---+-+-----+-+-----+-+-----+-+-----+-|
|MEAN| 1992|1| 1753|0|  -|-| 1324|0| 1155|0|  -|-| 1659|0| 1798|0| 2398|0| 2368|0|
+--------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
