   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: TETE

   Coordinates:

   Latitude =16DEG11'S

   Longitude =33DEG35'E

   Elevation = 154

   WMO Identifier: 67261

   Year 1999

   +--------------------------------------------------------------------------+
   |DATE|  FEB|F|  MAR|F|APR|F|MAY|F|JUN|F|JUL|F|  AUG|F|SEP|F|  OCT|F|  NOV|F|
   |----+-----+-+-----+-+---+-+---+-+---+-+---+-+-----+-+---+-+-----+-+-----+-|
   |  31|    -|-|    -|2|  -|-|  -|-|  -|-|  -|-| 1964|0|  -|-| 2177|0|    -|-|
   |----+-----+-+-----+-+---+-+---+-+---+-+---+-+-----+-+---+-+-----+-+-----+-|
   | SUM|53281|0|63263|0|  -|-|  -|-|  -|-|  -|-|53272|0|  -|-|58917|0|61618|0|
   |----+-----+-+-----+-+---+-+---+-+---+-+---+-+-----+-+---+-+-----+-+-----+-|
   |MEAN| 1903|0| 2041|0|  -|-|  -|-|  -|-|  -|-| 1718|0|  -|-| 1901|0| 2054|0|
   +--------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
