   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: BEIRA

   Coordinates:

   Latitude =19DEG50'S

   Longitude =34DEG51'E

   Elevation = 7

   WMO Identifier: 67297

   Year 1987

   +------------------------------------------------------------------------+
   | DATE|   MAY|F|   JUN|F|   JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   11|  1671|0|  1679|0|  1838|0| 1771|0| 1926|0| 2667|0| 2738|0| 2550|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   12|  1846|0|  1394|0|  1876|0| 1821|0| 2261|0| 2542|0| 2349|0| 3010|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   13|  1784|0|   791|0|  1859|0| 1997|0| 2307|0| 2240|0| 2659|0| 2202|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   14|  1909|0|  1696|0|  1792|0| 1742|0| 1792|0| 1650|0| 2789|0| 1034|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   15|  1501|0|  1671|0|  1679|0| 1922|0| 2165|0| 1553|0| 2889|0| 2893|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   16|  1809|0|  1717|0|  1763|0| 1826|0| 2194|0| 1989|0| 2763|0| 2487|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   17|  1733|0|  1687|0|  1558|0| 1976|0| 1277|0| 2763|0| 2881|0| 2336|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   18|  1771|0|  1658|0|  1729|0| 1725|0|  988|0| 2860|0| 2655|0| 2613|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   19|  1893|0|  1687|0|  1708|0| 1838|0| 2420|0| 2797|0| 2621|0| 2328|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   20|  1545|0|  1424|0|  1620|0| 1193|0| 2504|0| 1641|0| 2617|0| 2345|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   21|  1821|0|   980|0|  1532|0| 1419|0| 2512|0| 2692|0| 2868|0| 2529|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   22|  1704|0|  1650|0|  1436|0| 1922|0| 2353|0| 1662|0| 2680|0| 2935|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   23|  1612|0|  1553|0|  1805|0| 1419|0| 2215|0| 1939|0| 2864|0| 2969|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   24|  1390|0|   440|0|  1604|0| 1369|0| 2282|0| 2550|0| 2629|0| 2751|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   25|  1177|0|  1348|0|  1821|0| 1378|0| 2022|0| 2600|0| 2726|0| 2822|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   26|  1704|0|  1658|0|  1805|0| 1930|0| 1922|0| 2675|0| 2680|0| 2692|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   27|  1407|0|  1679|0|  1792|0| 1708|0| 1260|0| 2600|0| 2361|0| 2186|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   28|  1700|0|  1696|0|  1570|0| 1633|0|  980|0| 2303|0| 1352|0| 2207|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   29|  1733|0|  1733|0|  1553|0| 2052|0| 1934|0| 2861|0| 2730|0|  281|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   30|  1717|0|  1340|0|  1654|0| 1625|0| 2027|0| 2876|0| 2734|0|  368|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   31|  1248|0|     -|-|  1738|0| 2123|0|    -|-| 2789|0|    -|-| 2814|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |  SUM| 53055|0| 45197|0| 52183|0|49095|0|60003|0|71677|0|78233|0|70104|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   | MEAN|  1711|0|  1507|0|  1683|0| 1584|0| 2000|0| 2312|0| 2608|0| 2261|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
