   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MADAGASCAR

   Station: ANTANANARIVO

   Coordinates:

   Latitude =18DEG54'S

   Longitude =47DEG32'E

   Elevation = 1310

   WMO Identifier: No WMO index

   Year 1988

   +---------------------------------------------------------------------------+
   |DATE|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F| NOV|F|
   |   8| 1786|0| 1400|0| 1444|0| 1425|0|  317|0|  253|0|  400|0| 1500|0| 100|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |   9| 1704|0| 1459|0| 1514|0|  424|0| 1045|0|  285|0|  400|0|    -|2|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  10| 1159|0| 1628|0| 1520|0|  868|0|  532|0|  222|0|  700|0| 2100|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  11| 1444|0| 1704|0| 2540|0|  665|0|  317|0|  317|0|  900|0| 1200|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  12| 1457|0| 1292|0| 1292|0|  760|0|  285|0|  269|0|  700|0| 1100|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  13| 1273|0| 1419|0| 1121|0|  679|0|  405|0|  615|0|  500|0| 1200|0| 400|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  14| 1913|0| 1434|0| 1248|0|  678|0|  456|0|  577|0| 1000|0|  600|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  15| 1558|0| 1710|0| 1121|0|  431|0|  507|0|  253|0| 1900|0|    -|2|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  16| 1571|0| 1324|0| 1077|0| 1292|0| 1394|0|  158|0| 1800|0|    -|2| 800|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  17| 1470|0| 1387|0| 1603|0|  893|0|  760|0|  380|0| 1800|0| 2100|0|1000|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  18| 1729|0| 1210|0| 1426|0| 1140|0|   89|0|  615|0| 1900|0| 1600|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  19| 1736|0| 1058|0| 1166|0| 1311|0|  684|0|  646|0| 1800|0| 1600|0|1400|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  20| 1907|0| 1149|0| 1438|0| 1330|0|  963|0|  349|0| 1400|0| 1800|0|2000|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  21| 1666|0| 1191|0| 1463|0| 1375|0|  361|0|  424|0|  600|0| 1800|0| 600|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  22| 1603|0| 1160|0| 1140|0|  849|0|  735|0|  253|0| 1300|0| 1800|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  23| 1939|0| 1324|0| 1326|0|  634|0|  906|0|  222|0| 1300|0| 2000|0|1400|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  24| 1907|0| 1273|0| 1064|0|  387|0|  431|0|  418|0| 2000|0| 1800|0|1300|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  25| 1786|0| 1172|0| 1797|0|  766|0|  887|0|  519|0| 1900|0| 2300|0|1400|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  26| 1673|0| 1337|0| 1501|0|  994|0| 1330|0|  412|0| 1600|0| 1700|0|1400|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  27| 1391|0| 1552|0|  893|0|  843|0| 1191|0|  431|0| 1700|0| 1800|0|1700|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  28|  710|0| 1463|0| 1523|0|  779|0|  380|0|  583|0| 1800|0| 1400|0|1200|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  29|  583|0| 1223|0|  836|0|  596|0|  405|0| 1673|0| 1900|0| 2000|0| 100|0|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  30| 1090|0|  894|0|  722|0| 1134|0|  596|0|  690|0| 2100|0| 2500|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |  31| 1457|0|    -|-| 1506|0|    -|-|  513|0|  665|0|    -|-|  400|0|   -|-|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   | SUM|48164|0|39832|0|41317|0|25435|0|21595|0|14733|0|34345|0|49489|0|   -|2|
   |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
   |MEAN| 1554|0| 1328|0| 1333|0|  848|0|  697|0|  475|0| 1145|0| 1596|0|   -|2|
   +---------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
