   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: NAIROBI / KENYATTA ARPT

   Coordinates:

   Latitude =1DEG19'S

   Longitude =36DEG55'E

   Elevation = 1624

   WMO Identifier: 63740

   Year 1992

  +----------------------------------------------------------------------------+
  |DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  13| 2110|0| 2110|0| 2127|0| 1416|0| 1220|0| 1190|0| 1596|0|  993|0| 1861|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  14| 2324|0| 2495|0| 1930|0| 1391|0|  745|0|  719|0| 1048|0| 1729|0| 1237|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  15| 2401|0| 2015|0| 2024|0| 1408|0|  971|0|  860|0| 1703|0| 1883|0| 1665|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  16| 2354|0| 1690|0| 1883|0| 1729|0| 1010|0| 1643|0| 1446|0| 2088|0| 1643|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  17| 2118|0| 1917|0| 1930|0| 1331|0| 1220|0|  775|0| 1125|0| 1690|0| 2118|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  18| 2255|0| 2037|0| 1635|0| 1502|0| 1190|0| 1549|0| 1540|0| 1690|0| 2041|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  19| 2409|0| 1861|0| 1956|0| 1361|0| 1844|0|  916|0| 1476|0| 1682|0| 2024|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  20| 2375|0| 1977|0| 1742|0| 1742|0| 1720|0| 1172|0| 1172|0| 2298|0| 1986|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  21| 2298|0| 1712|0| 1416|0| 1523|0| 1369|0| 1429|0| 1493|0| 1048|0| 2033|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  22| 2439|0| 1891|0| 1930|0| 2110|0| 1001|0| 1570|0| 1314|0| 2050|0| 1814|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  23| 2448|0| 1618|0| 2071|0| 1690|0| 1455|0| 1237|0| 1361|0| 2195|0| 1814|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  24| 2422|0| 1870|0| 1789|0| 1823|0| 1322|0| 1665|0|  933|0| 2071|0| 2212|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  25| 2422|0| 2242|0| 1750|0| 1712|0| 1181|0| 1408|0| 1455|0| 2071|0| 2024|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  26| 2448|0| 2306|0| 1947|0| 2268|0| 1502|0|  899|0| 1789|0| 2354|0| 2118|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  27| 2409|0| 2486|0| 1297|0| 2050|0| 1455|0| 1673|0|  933|0| 2448|0| 1742|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  28| 2533|0| 2375|0| 1643|0| 1973|0| 1502|0| 1502|0| 1485|0| 2328|0| 1532|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  29| 2469|0| 2268|0| 1618|0| 1540|0| 1031|0| 1806|0| 1070|0| 1361|0| 1416|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  30|    -|-| 2135|0| 1742|0|  984|0| 1267|0| 1485|0| 1344|0| 1078|0| 2097|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  31|    -|-| 2037|0|    -|-| 1485|0|    -|-| 1305|0|  843|0|    -|-| 2148|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  | SUM|67719|0|65499|0|54681|0|52979|0|41370|0|40276|0|40474|0|49495|0|55996|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |MEAN| 2335|0| 2113|0| 1823|0| 1709|0| 1379|0| 1299|0| 1306|0| 1650|0| 1806|0|
  +----------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
