   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: LICHINGA

   Coordinates:

   Latitude =13DEG18'S

   Longitude =35DEG17'E

   Elevation = 1364

   WMO Identifier: 67217

   Year 2008

   +------------------------------------------------------------------------+
   | DATE|   FEB|F|  MAR|F|APR|F|  MAY|F|  JUN|F|JUL|F|AUG|F|  SEP|F|  OCT|F|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   16|  1796|0|  953|0|  -|-| 1325|0| 1496|0|  -|-|  -|-| 1951|0| 2026|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   17|  1302|0| 1488|0|  -|-| 1768|0| 1488|0|  -|-|  -|-| 1306|0| 2386|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   18|  1699|0| 1078|0|  -|-|  623|0| 1313|0|  -|-|  -|-| 1277|0| 2796|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   19|  1105|0| 1551|0|  -|-| 1777|0|  878|0|  -|-|  -|-| 2257|0| 2328|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   20|  1283|0| 2006|0|  -|-| 1651|0| 1041|0|  -|-|  -|-| 1691|0| 2127|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   21|  1825|0| 2203|0|  -|-| 1350|0|  895|0|  -|-|  -|-| 1386|0| 2056|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   22|  1293|0| 2312|0|  -|-| 1593|0| 1108|0|  -|-|  -|-| 1645|0| 1813|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   23|  1704|0| 2140|0|  -|-| 1492|0|  849|0|  -|-|  -|-| 1474|0| 1478|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   24|   992|0| 2011|0|  -|-| 1400|0| 1329|0|  -|-|  -|-| 1733|0| 1784|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   25|  1490|0| 2395|0|  -|-| 1538|0| 1229|0|  -|-|  -|-| 1988|0| 1750|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   26|  1742|0| 2429|0|  -|-| 1246|0| 1639|0|  -|-|  -|-| 1976|0| 1775|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   27|  1293|0| 2169|0|  -|-| 1183|0| 1994|0|  -|-|  -|-| 1997|0| 1340|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   28|  1683|0| 2399|0|  -|-|  974|0| 1885|0|  -|-|  -|-| 1980|0| 1838|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   29|     -|2| 2220|0|  -|-| 1254|0| 1568|0|  -|-|  -|-| 1938|0| 1959|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   30|     -|-| 2182|0|  -|-| 1463|0| 1655|0|  -|-|  -|-| 2667|0| 2495|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |   31|     -|-| 2282|0|  -|-| 1613|0|    -|-|  -|-|  -|-|    -|-| 1839|0|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   |  SUM| 42489|5|57993|0|  -|-|45435|5|41614|5|  -|-|  -|-|53251|5|59197|5|
   |-----+------+-+-----+-+---+-+-----+-+-----+-+---+-+---+-+-----+-+-----+-|
   | MEAN|  1465|5| 1871|0|  -|-| 1466|5| 1387|5|  -|-|  -|-| 1775|5| 1910|5|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
